scope,task_type,task_name_repo,task_name_encompass,status,field,repo_value,encompass_value,repo_file,encompass_file
task,Closing_PreClosing_SendInitialClosingDisclosure,Send Initial Closing Disclosure,Send Initial Closing Disclosure,BOTH,taskGroupTemplateName,Closing,,tasks/4_closing/pre_closing/send_initial_closing_disclosure_v1.xml,tasks2 (1).xml
association,Closing_PreClosing_SendInitialClosingDisclosure,Send Initial Closing Disclosure,Send Initial Closing Disclosure,ENCOMPASS_ONLY,Assignee,,Closer,tasks/4_closing/pre_closing/send_initial_closing_disclosure_v1.xml,tasks2 (1).xml
association,Closing_PreClosing_SendInitialClosingDisclosure,Send Initial Closing Disclosure,Send Initial Closing Disclosure,REPO_ONLY,Assignee,Loan Processor,,tasks/4_closing/pre_closing/send_initial_closing_disclosure_v1.xml,tasks2 (1).xml
association,FundingQC_Credit_Refresh,Credit Refresh,Credit Refresh,ENCOMPASS_ONLY,workspace,,Credit Refresh,tasks/6_pre-closing-qc/funding-qc/credit-refresh_v1.xml,tasks7.xml
association,FundingQC_Credit_Refresh,Credit Refresh,Credit Refresh,REPO_ONLY,document-workspaceoverride-0,Credit Report,,tasks/6_pre-closing-qc/funding-qc/credit-refresh_v1.xml,tasks7.xml
association,FundingQC_Credit_Refresh,Credit Refresh,Credit Refresh,REPO_ONLY,workspace,Credit Refresh Review,,tasks/6_pre-closing-qc/funding-qc/credit-refresh_v1.xml,tasks7.xml
task,Funding_FundLoan,Fund Loan,Fund Loan,BOTH,taskGroupTemplateName,,Funding,tasks/5_funding/funding/fund_loan_v1.xml,tasks6.xml
association,Funding_FundLoan,Fund Loan,Fund Loan,ENCOMPASS_ONLY,Assignee,,Closers -Task,tasks/5_funding/funding/fund_loan_v1.xml,tasks6.xml
task,Funding_Funding_ConfirmFunding,Confirm Funding,Confirm Funding,BOTH,taskGroupTemplateName,Funding,,tasks/5_funding/funding/confirm_funding_v1.xml,tasks1.xml
association,Funding_Funding_ConfirmFunding,Confirm Funding,Confirm Funding,ENCOMPASS_ONLY,Assignee,,Closer,tasks/5_funding/funding/confirm_funding_v1.xml,tasks1.xml
association,Funding_Funding_ConfirmFunding,Confirm Funding,Confirm Funding,ENCOMPASS_ONLY,workspace,,Funding_SignOff,tasks/5_funding/funding/confirm_funding_v1.xml,tasks1.xml
association,Funding_Funding_ConfirmFunding,Confirm Funding,Confirm Funding,REPO_ONLY,Assignee,Loan Processor,,tasks/5_funding/funding/confirm_funding_v1.xml,tasks1.xml
task,Funding_Wire_Approval,Approve Wire,Approve Wire,BOTH,taskGroupTemplateName,,Funding,tasks/5_funding/funding/approve_wire_v1.xml,tasks6.xml
association,Funding_Wire_Approval,Approve Wire,Approve Wire,ENCOMPASS_ONLY,Assignee,,Funding Approval - Task,tasks/5_funding/funding/approve_wire_v1.xml,tasks6.xml
task,Processing_ARM_Disclosure,ARM Disclosure,ARM Disclosure,BOTH,priority,5,3,tasks/2_processing/arm_disclosure/arm_disclosure_v1.xml,tasks6.xml
task,Processing_ARM_Disclosure,ARM Disclosure,ARM Disclosure,BOTH,duration,5,2,tasks/2_processing/arm_disclosure/arm_disclosure_v1.xml,tasks6.xml
task,Processing_ARM_Disclosure,ARM Disclosure,ARM Disclosure,BOTH,durationFormat,Minute,Hour,tasks/2_processing/arm_disclosure/arm_disclosure_v1.xml,tasks6.xml
task,Processing_ARM_Disclosure,ARM Disclosure,ARM Disclosure,BOTH,taskGroupTemplateName,Processing - ARM Disclosure,Disclosures,tasks/2_processing/arm_disclosure/arm_disclosure_v1.xml,tasks6.xml
association,Processing_ARM_Disclosure,ARM Disclosure,ARM Disclosure,ENCOMPASS_ONLY,Assignee,,Loan Processor,tasks/2_processing/arm_disclosure/arm_disclosure_v1.xml,tasks6.xml
task,Processing_FileSetup_PullDeed,Pull Deed,Pull Deed,BOTH,taskGroupTemplateName,Processing,,tasks/2_processing/pull_deed/pull_deed_v1.xml,tasks2 (1).xml
association,Processing_FileSetup_PullDeed,Pull Deed,Pull Deed,ENCOMPASS_ONLY,workspace,,Title_Deed_LookUp,tasks/2_processing/pull_deed/pull_deed_v1.xml,tasks2 (1).xml
subtask,Processing_FileSetup_PullDeed,Pull Deed,Pull Deed,ENCOMPASS_ONLY,Pull Deed – Trust,,"Trust – If held in a trust, check off Title Will be Held by an Inter Vivos (Living) Trust).",tasks/2_processing/pull_deed/pull_deed_v1.xml,tasks2 (1).xml
subtask_description,Processing_FileSetup_PullDeed,Pull Deed,Pull Deed,BOTH,Pull Deed – Pull Deed from Registry,Pull Deed from Registry – Pull the current recorded deed from the applicable registry of deeds for the subject property.,Pull Deed from Registry – Pull the current recorded deed from the applicable registry of deeds for the subject property and save to eFolder.,tasks/2_processing/pull_deed/pull_deed_v1.xml,tasks2 (1).xml
subtask_description,Processing_FileSetup_PullDeed,Pull Deed,Pull Deed,BOTH,Pull Deed – Ownership Screen,Ownership Screen – Complete the ownership screen and compare how the deed is to be held (new vesting) against how the property is currently held per the pulled deed; document any differences.,Title – Complete the Title to the property Will be Held in What Name(s)? and For Refinance: Title to the Property is Currently Held in What Name(s)? fields. (should be same for HELOC),tasks/2_processing/pull_deed/pull_deed_v1.xml,tasks2 (1).xml
subtask_rank,Processing_FileSetup_PullDeed,Pull Deed,Pull Deed,BOTH,Pull Deed – Add Non-Borrowing Owner,3,4,tasks/2_processing/pull_deed/pull_deed_v1.xml,tasks2 (1).xml
task,Processing_FileSetup_SendDisclosuresHELOC,Send Disclosures (HELOC),Send Disclosures (HELOC),BOTH,duration,3,2,tasks/2_processing/disclosures/send_disclosures_heloc_v1.xml,tasks1.xml
task,Processing_FileSetup_SendDisclosuresHELOC,Send Disclosures (HELOC),Send Disclosures (HELOC),BOTH,durationFormat,Day,Hour,tasks/2_processing/disclosures/send_disclosures_heloc_v1.xml,tasks1.xml
association,Processing_FileSetup_SendDisclosuresHELOC,Send Disclosures (HELOC),Send Disclosures (HELOC),ENCOMPASS_ONLY,custom-form-workspaceoverride-0,,HELOC Quick Entry,tasks/2_processing/disclosures/send_disclosures_heloc_v1.xml,tasks1.xml
subtask,Processing_FileSetup_SendDisclosuresHELOC,Send Disclosures (HELOC),Send Disclosures (HELOC),ENCOMPASS_ONLY,Send Disclosures (HELOC) – Loan Audit,,Loan Audit – Open eFolder and run Loan Audit. Address findings if applicable. ,tasks/2_processing/disclosures/send_disclosures_heloc_v1.xml,tasks1.xml
subtask_description,Processing_FileSetup_SendDisclosuresHELOC,Send Disclosures (HELOC),Send Disclosures (HELOC),BOTH,Send Disclosures (HELOC) – 1003 – Demographic HELOC,"1003 – Demographic HELOC – Demographic information is collected only when the proceeds are used to pay off an existing lien-secured debt, qualifying the transaction as a refinancing for regulatory reporting purposes.","1003 – Demographic HELOC – Demographic information is collected only when the proceeds are used to pay off an existing lien-secured debt, qualifying the transaction as a refinancing for regulatory reporting purposes. If present ensure method collected, Race, Ethnicity and Sex are documented.",tasks/2_processing/disclosures/send_disclosures_heloc_v1.xml,tasks1.xml
subtask_description,Processing_FileSetup_SendDisclosuresHELOC,Send Disclosures (HELOC),Send Disclosures (HELOC),BOTH,Send Disclosures (HELOC) – Home Counseling List,Home Counseling List – Import Home Counseling List,Home Counseling List – Import Home Counseling List. Click Save before completing task.,tasks/2_processing/disclosures/send_disclosures_heloc_v1.xml,tasks1.xml
subtask_rank,Processing_FileSetup_SendDisclosuresHELOC,Send Disclosures (HELOC),Send Disclosures (HELOC),BOTH,Send Disclosures (HELOC) – Ready to Send,14,15,tasks/2_processing/disclosures/send_disclosures_heloc_v1.xml,tasks1.xml
task,Processing_Misc_AppraisalRefund,Appraisal Refund,Appraisal Refund,BOTH,taskGroupTemplateName,Processing,,tasks/2_processing/misc/appraisal_refund_v1.xml,tasks1.xml
task,Processing_Misc_CancelFloodCertificate,Cancel Flood Certificate,Cancel Flood Certificate,BOTH,taskGroupTemplateName,Processing,,tasks/2_processing/misc/cancel_flood_certificate_v1.xml,tasks3.xml
task,Processing_Misc_FileClosureDocuments,File Closure Documents,File Closure Documents,BOTH,autocomplete,false,true,tasks/2_processing/misc/file_closure_documents_v1.xml,tasks4.xml
task,Processing_Misc_FileClosureDocuments,File Closure Documents,File Closure Documents,BOTH,taskGroupTemplateName,Processing,,tasks/2_processing/misc/file_closure_documents_v1.xml,tasks4.xml
subtask_description,Processing_Misc_FileClosureDocuments,File Closure Documents,File Closure Documents,BOTH,File Closure Documents – 1003,1003 – Save a copy of the 1003; this subtask will auto-complete once the initial disclosure package is saved.,Initial Disclosures – Save a copy of the 1003; this subtask will auto-complete once the initial disclosure package is saved.,tasks/2_processing/misc/file_closure_documents_v1.xml,tasks4.xml
task,Processing_Misc_MailingInitialDisclosures,Mailing Initial Disclosures,Mailing Initial Disclosures,BOTH,duration,5,30,tasks/2_processing/misc/mailing_initial_disclosures_v1.xml,task5.xml
subtask_description,Processing_Misc_MailingInitialDisclosures,Mailing Initial Disclosures,Mailing Initial Disclosures,BOTH,Mailing Initial Disclosures – Mail Disclosures and Mark Disclosure Tracking,Mail Disclosures and Mark Disclosure Tracking – Mail initial disclosure package to borrower and mark as mailed in disclosure tracking. Mark Done when complete. Mark NA if eConsent was obtained and mailing is not needed.,Mail Disclosures and Mark Disclosure Tracking – Mail initial disclosure package by generating a new package on Encompass Desktop (Add disclosure receipt document and initial disclosure letter to package). Mark Done when complete. Mark NA if eConsent was obtained and mailing is not needed.,tasks/2_processing/misc/mailing_initial_disclosures_v1.xml,task5.xml
association,Processing_Misc_NOIExpiration,Notice of Incomplete Expiration,Notice of Incomplete Expiration,ENCOMPASS_ONLY,workspace,,NOI,tasks/2_processing/misc/notice_of_incomplete_expiration_v1.xml,tasks1.xml
subtask,Processing_Misc_NOIExpiration,Notice of Incomplete Expiration,Notice of Incomplete Expiration,ENCOMPASS_ONLY,Notice of Incomplete – NOI Expired,,NOI Expired – Mark Done to proceed with closing out file.,tasks/2_processing/misc/notice_of_incomplete_expiration_v1.xml,tasks1.xml
subtask,Processing_Misc_NOIExpiration,Notice of Incomplete Expiration,Notice of Incomplete Expiration,REPO_ONLY,Notice of Incomplete Expiration – NOI Expired,NOI Expired – Mark Done to proceed with closing out file.,,tasks/2_processing/misc/notice_of_incomplete_expiration_v1.xml,tasks1.xml
task,Processing_Misc_SendDenial,Send Denial,Send Denial,BOTH,autocomplete,false,true,tasks/2_processing/misc/send_denial_v1.xml,tasks2 (1).xml
task,Processing_Misc_SendDenial,Send Denial,Send Denial,BOTH,taskGroupTemplateName,Processing,,tasks/2_processing/misc/send_denial_v1.xml,tasks2 (1).xml
subtask,Processing_Misc_SendDenial,Send Denial,Send Denial,ENCOMPASS_ONLY,Send Denial – Mail Counteroffer,,Mail Denial – Mail the counteroffer package to the borrower; required for MA first-position purchase or refinance loans in lieu of electronic delivery,tasks/2_processing/misc/send_denial_v1.xml,tasks2 (1).xml
subtask,Processing_Misc_SendDenial,Send Denial,Send Denial,ENCOMPASS_ONLY,Send Denial – Send Counteroffer Electronically,,Send Denial Electronically – Send counteroffer to borrower electronically; ensure all required documents are saved in the Counteroffer eFolder document before sending,tasks/2_processing/misc/send_denial_v1.xml,tasks2 (1).xml
subtask_description,Processing_Misc_SendDenial,Send Denial,Send Denial,BOTH,Send Denial – MA Review Board Form,Send Massachusetts Review Board form for appeals process,MA Review Form Board Required – Complete and include the Massachusetts Review Board form; required for MA first-position purchase or refinance loans before sending counteroffer,tasks/2_processing/misc/send_denial_v1.xml,tasks2 (1).xml
subtask_description,Processing_Misc_SendDenial,Send Denial,Send Denial,BOTH,Send Denial – ECOA Right to Copy of Appraisal,Send ECOA notice of right to receive copy of appraisal,ECOA Right to Copy of Appraisal -Send ECOA notice of right to receive copy of appraisal,tasks/2_processing/misc/send_denial_v1.xml,tasks2 (1).xml
subtask_description,Processing_Misc_SendDenial,Send Denial,Send Denial,BOTH,Send Denial – Massachusetts MGL Disclosure,Send Massachusetts General Laws disclosure,Massachusetts General Laws - Send MGL Disclosure,tasks/2_processing/misc/send_denial_v1.xml,tasks2 (1).xml
task,Processing_Misc_WithdrawLoan,Withdraw Loan,Withdraw Loan,BOTH,autocomplete,false,true,tasks/2_processing/misc/withdraw_loan_v1.xml,tasks4.xml
task,Processing_Misc_WithdrawLoan,Withdraw Loan,Withdraw Loan,BOTH,taskGroupTemplateName,Processing,,tasks/2_processing/misc/withdraw_loan_v1.xml,tasks4.xml
